Job_ID,Job_Title,Company,Experience,Location,Salary,Required_Skills,Preferred_Skills,Education,Employment_Type,Job_Description
JOB0029,Computer Vision Engineer,Zoho,4-6 Years,Hyderabad,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0030,NLP Engineer,HCLTech,6+ Years,Chennai,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0031,Python Developer,TCS,Fresher,Pune,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0032,Backend Developer,Infosys,0-2 Years,Mumbai,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0033,Full Stack Developer,Wipro,2-4 Years,Delhi,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0034,Frontend Developer,Accenture,4-6 Years,Noida,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0035,Java Developer,IBM,6+ Years,Kolkata,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0036,Cloud Engineer,Capgemini,Fresher,Remote,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0037,DevOps Engineer,Cognizant,0-2 Years,Bengaluru,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0038,MLOps Engineer,Deloitte,2-4 Years,Hyderabad,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0039,AWS Engineer,Google,4-6 Years,Chennai,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0040,Azure Engineer,Microsoft,6+ Years,Pune,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0041,Data Scientist,Amazon,Fresher,Mumbai,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0042,Data Analyst,Flipkart,0-2 Years,Delhi,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0043,ML Engineer,Oracle,2-4 Years,Noida,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0044,AI Engineer,Zoho,4-6 Years,Kolkata,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0045,Business Analyst,HCLTech,6+ Years,Remote,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0046,Data Engineer,TCS,Fresher,Bengaluru,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0047,BI Developer,Infosys,0-2 Years,Hyderabad,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0048,Research Scientist,Wipro,2-4 Years,Chennai,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0049,Computer Vision Engineer,Accenture,4-6 Years,Pune,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0050,NLP Engineer,IBM,6+ Years,Mumbai,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0051,Python Developer,Capgemini,Fresher,Delhi,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0052,Backend Developer,Cognizant,0-2 Years,Noida,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0053,Full Stack Developer,Deloitte,2-4 Years,Kolkata,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0054,Frontend Developer,Google,4-6 Years,Remote,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0055,Java Developer,Microsoft,6+ Years,Bengaluru,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0056,Cloud Engineer,Amazon,Fresher,Hyderabad,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0057,DevOps Engineer,Flipkart,0-2 Years,Chennai,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0058,MLOps Engineer,Oracle,2-4 Years,Pune,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0059,AWS Engineer,Zoho,4-6 Years,Mumbai,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0060,Azure Engineer,HCLTech,6+ Years,Delhi,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0061,Data Scientist,TCS,Fresher,Noida,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0062,Data Analyst,Infosys,0-2 Years,Kolkata,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0063,ML Engineer,Wipro,2-4 Years,Remote,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0064,AI Engineer,Accenture,4-6 Years,Bengaluru,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0065,Business Analyst,IBM,6+ Years,Hyderabad,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0066,Data Engineer,Capgemini,Fresher,Chennai,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0067,BI Developer,Cognizant,0-2 Years,Pune,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0068,Research Scientist,Deloitte,2-4 Years,Mumbai,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0069,Computer Vision Engineer,Google,4-6 Years,Delhi,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0070,NLP Engineer,Microsoft,6+ Years,Noida,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0071,Python Developer,Amazon,Fresher,Kolkata,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0072,Backend Developer,Flipkart,0-2 Years,Remote,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0073,Full Stack Developer,Oracle,2-4 Years,Bengaluru,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0074,Frontend Developer,Zoho,4-6 Years,Hyderabad,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0075,Java Developer,HCLTech,6+ Years,Chennai,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0076,Cloud Engineer,TCS,Fresher,Pune,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0077,DevOps Engineer,Infosys,0-2 Years,Mumbai,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0078,MLOps Engineer,Wipro,2-4 Years,Delhi,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0079,AWS Engineer,Accenture,4-6 Years,Noida,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0080,Azure Engineer,IBM,6+ Years,Kolkata,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0081,Data Scientist,Capgemini,Fresher,Remote,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0082,Data Analyst,Cognizant,0-2 Years,Bengaluru,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0083,ML Engineer,Deloitte,2-4 Years,Hyderabad,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0084,AI Engineer,Google,4-6 Years,Chennai,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0085,Business Analyst,Microsoft,6+ Years,Pune,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0086,Data Engineer,Amazon,Fresher,Mumbai,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0087,BI Developer,Flipkart,0-2 Years,Delhi,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0088,Research Scientist,Oracle,2-4 Years,Noida,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0089,Computer Vision Engineer,Zoho,4-6 Years,Kolkata,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0090,NLP Engineer,HCLTech,6+ Years,Remote,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0091,Python Developer,TCS,Fresher,Bengaluru,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0092,Backend Developer,Infosys,0-2 Years,Hyderabad,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0093,Full Stack Developer,Wipro,2-4 Years,Chennai,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0094,Frontend Developer,Accenture,4-6 Years,Pune,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
